Year,UnqID,Date,Weather,Time,Day,Round,Dir,Path,Mode,Count
2022_spring,SC01,30/06/2022,n/a,06:00:00,Weekday,A,Eastbound,n/a,Cycles,11
2022_spring,SC01,30/06/2022,n/a,06:15:00,Weekday,A,Eastbound,n/a,Cycles,14
2022_spring,SC01,30/06/2022,n/a,06:30:00,Weekday,A,Eastbound,n/a,Cycles,28
2022_spring,SC01,30/06/2022,n/a,06:45:00,Weekday,A,Eastbound,n/a,Cycles,28
2022_spring,SC01,30/06/2022,n/a,07:00:00,Weekday,A,Eastbound,n/a,Cycles,47
2022_spring,SC01,30/06/2022,n/a,07:15:00,Weekday,A,Eastbound,n/a,Cycles,51
2022_spring,SC01,30/06/2022,n/a,07:30:00,Weekday,A,Eastbound,n/a,Cycles,53
2022_spring,SC01,30/06/2022,n/a,07:45:00,Weekday,A,Eastbound,n/a,Cycles,87
2022_spring,SC01,30/06/2022,n/a,08:00:00,Weekday,A,Eastbound,n/a,Cycles,86
2022_spring,SC01,30/06/2022,n/a,08:15:00,Weekday,A,Eastbound,n/a,Cycles,61
2022_spring,SC01,30/06/2022,n/a,08:30:00,Weekday,A,Eastbound,n/a,Cycles,113
2022_spring,SC01,30/06/2022,n/a,08:45:00,Weekday,A,Eastbound,n/a,Cycles,151
2022_spring,SC01,30/06/2022,n/a,09:00:00,Weekday,A,Eastbound,n/a,Cycles,95
2022_spring,SC01,30/06/2022,n/a,09:15:00,Weekday,A,Eastbound,n/a,Cycles,98
2022_spring,SC01,30/06/2022,n/a,09:30:00,Weekday,A,Eastbound,n/a,Cycles,71
2022_spring,SC01,30/06/2022,n/a,09:45:00,Weekday,A,Eastbound,n/a,Cycles,62
2022_spring,SC01,30/06/2022,n/a,10:00:00,Weekday,A,Eastbound,n/a,Cycles,41
2022_spring,SC01,30/06/2022,n/a,10:15:00,Weekday,A,Eastbound,n/a,Cycles,36
2022_spring,SC01,30/06/2022,n/a,10:30:00,Weekday,A,Eastbound,n/a,Cycles,44
2022_spring,SC01,30/06/2022,n/a,10:45:00,Weekday,A,Eastbound,n/a,Cycles,24
2022_spring,SC01,30/06/2022,n/a,11:00:00,Weekday,A,Eastbound,n/a,Cycles,20
2022_spring,SC01,30/06/2022,n/a,11:15:00,Weekday,A,Eastbound,n/a,Cycles,22
2022_spring,SC01,30/06/2022,n/a,11:30:00,Weekday,A,Eastbound,n/a,Cycles,24
2022_spring,SC01,30/06/2022,n/a,11:45:00,Weekday,A,Eastbound,n/a,Cycles,23
2022_spring,SC01,30/06/2022,n/a,12:00:00,Weekday,A,Eastbound,n/a,Cycles,30
2022_spring,SC01,30/06/2022,n/a,12:15:00,Weekday,A,Eastbound,n/a,Cycles,27
2022_spring,SC01,30/06/2022,n/a,12:30:00,Weekday,A,Eastbound,n/a,Cycles,39
2022_spring,SC01,30/06/2022,n/a,12:45:00,Weekday,A,Eastbound,n/a,Cycles,40
2022_spring,SC01,30/06/2022,n/a,13:00:00,Weekday,A,Eastbound,n/a,Cycles,33
2022_spring,SC01,30/06/2022,n/a,13:15:00,Weekday,A,Eastbound,n/a,Cycles,36
2022_spring,SC01,30/06/2022,n/a,13:30:00,Weekday,A,Eastbound,n/a,Cycles,37
2022_spring,SC01,30/06/2022,n/a,13:45:00,Weekday,A,Eastbound,n/a,Cycles,37
2022_spring,SC01,30/06/2022,n/a,14:00:00,Weekday,A,Eastbound,n/a,Cycles,33
2022_spring,SC01,30/06/2022,n/a,14:15:00,Weekday,A,Eastbound,n/a,Cycles,39
2022_spring,SC01,30/06/2022,n/a,14:30:00,Weekday,A,Eastbound,n/a,Cycles,32
2022_spring,SC01,30/06/2022,n/a,14:45:00,Weekday,A,Eastbound,n/a,Cycles,33
2022_spring,SC01,30/06/2022,n/a,15:00:00,Weekday,A,Eastbound,n/a,Cycles,38
2022_spring,SC01,30/06/2022,n/a,15:15:00,Weekday,A,Eastbound,n/a,Cycles,46
2022_spring,SC01,30/06/2022,n/a,15:30:00,Weekday,A,Eastbound,n/a,Cycles,47
2022_spring,SC01,30/06/2022,n/a,15:45:00,Weekday,A,Eastbound,n/a,Cycles,41
2022_spring,SC01,30/06/2022,n/a,16:00:00,Weekday,A,Eastbound,n/a,Cycles,34
2022_spring,SC01,30/06/2022,n/a,16:15:00,Weekday,A,Eastbound,n/a,Cycles,53
2022_spring,SC01,30/06/2022,n/a,16:30:00,Weekday,A,Eastbound,n/a,Cycles,71
2022_spring,SC01,30/06/2022,n/a,16:45:00,Weekday,A,Eastbound,n/a,Cycles,71
2022_spring,SC01,30/06/2022,n/a,17:00:00,Weekday,A,Eastbound,n/a,Cycles,79
2022_spring,SC01,30/06/2022,n/a,17:15:00,Weekday,A,Eastbound,n/a,Cycles,113
2022_spring,SC01,30/06/2022,n/a,17:30:00,Weekday,A,Eastbound,n/a,Cycles,129
2022_spring,SC01,30/06/2022,n/a,17:45:00,Weekday,A,Eastbound,n/a,Cycles,141
2022_spring,SC01,30/06/2022,n/a,18:00:00,Weekday,A,Eastbound,n/a,Cycles,129
2022_spring,SC01,30/06/2022,n/a,18:15:00,Weekday,A,Eastbound,n/a,Cycles,140
2022_spring,SC01,30/06/2022,n/a,18:30:00,Weekday,A,Eastbound,n/a,Cycles,116
2022_spring,SC01,30/06/2022,n/a,18:45:00,Weekday,A,Eastbound,n/a,Cycles,119
2022_spring,SC01,30/06/2022,n/a,19:00:00,Weekday,A,Eastbound,n/a,Cycles,85
2022_spring,SC01,30/06/2022,n/a,19:15:00,Weekday,A,Eastbound,n/a,Cycles,78
2022_spring,SC01,30/06/2022,n/a,19:30:00,Weekday,A,Eastbound,n/a,Cycles,86
2022_spring,SC01,30/06/2022,n/a,19:45:00,Weekday,A,Eastbound,n/a,Cycles,72
2022_spring,SC01,30/06/2022,n/a,20:00:00,Weekday,A,Eastbound,n/a,Cycles,66
2022_spring,SC01,30/06/2022,n/a,20:15:00,Weekday,A,Eastbound,n/a,Cycles,61
2022_spring,SC01,30/06/2022,n/a,20:30:00,Weekday,A,Eastbound,n/a,Cycles,48
2022_spring,SC01,30/06/2022,n/a,20:45:00,Weekday,A,Eastbound,n/a,Cycles,37
2022_spring,SC01,30/06/2022,n/a,21:00:00,Weekday,A,Eastbound,n/a,Cycles,44
2022_spring,SC01,30/06/2022,n/a,21:15:00,Weekday,A,Eastbound,n/a,Cycles,53
2022_spring,SC01,30/06/2022,n/a,21:30:00,Weekday,A,Eastbound,n/a,Cycles,33
2022_spring,SC01,30/06/2022,n/a,21:45:00,Weekday,A,Eastbound,n/a,Cycles,34
2022_spring,SC01,30/06/2022,n/a,06:00:00,Weekday,A,Westbound,n/a,Cycles,14
2022_spring,SC01,30/06/2022,n/a,06:15:00,Weekday,A,Westbound,n/a,Cycles,27
2022_spring,SC01,30/06/2022,n/a,06:30:00,Weekday,A,Westbound,n/a,Cycles,50
2022_spring,SC01,30/06/2022,n/a,06:45:00,Weekday,A,Westbound,n/a,Cycles,58
2022_spring,SC01,30/06/2022,n/a,07:00:00,Weekday,A,Westbound,n/a,Cycles,70
2022_spring,SC01,30/06/2022,n/a,07:15:00,Weekday,A,Westbound,n/a,Cycles,85
2022_spring,SC01,30/06/2022,n/a,07:30:00,Weekday,A,Westbound,n/a,Cycles,94
2022_spring,SC01,30/06/2022,n/a,07:45:00,Weekday,A,Westbound,n/a,Cycles,118
2022_spring,SC01,30/06/2022,n/a,08:00:00,Weekday,A,Westbound,n/a,Cycles,117
2022_spring,SC01,30/06/2022,n/a,08:15:00,Weekday,A,Westbound,n/a,Cycles,164
2022_spring,SC01,30/06/2022,n/a,08:30:00,Weekday,A,Westbound,n/a,Cycles,188
2022_spring,SC01,30/06/2022,n/a,08:45:00,Weekday,A,Westbound,n/a,Cycles,170
2022_spring,SC01,30/06/2022,n/a,09:00:00,Weekday,A,Westbound,n/a,Cycles,139
2022_spring,SC01,30/06/2022,n/a,09:15:00,Weekday,A,Westbound,n/a,Cycles,92
2022_spring,SC01,30/06/2022,n/a,09:30:00,Weekday,A,Westbound,n/a,Cycles,80
2022_spring,SC01,30/06/2022,n/a,09:45:00,Weekday,A,Westbound,n/a,Cycles,78
2022_spring,SC01,30/06/2022,n/a,10:00:00,Weekday,A,Westbound,n/a,Cycles,49
2022_spring,SC01,30/06/2022,n/a,10:15:00,Weekday,A,Westbound,n/a,Cycles,31
2022_spring,SC01,30/06/2022,n/a,10:30:00,Weekday,A,Westbound,n/a,Cycles,43
2022_spring,SC01,30/06/2022,n/a,10:45:00,Weekday,A,Westbound,n/a,Cycles,34
2022_spring,SC01,30/06/2022,n/a,11:00:00,Weekday,A,Westbound,n/a,Cycles,38
2022_spring,SC01,30/06/2022,n/a,11:15:00,Weekday,A,Westbound,n/a,Cycles,35
2022_spring,SC01,30/06/2022,n/a,11:30:00,Weekday,A,Westbound,n/a,Cycles,33
2022_spring,SC01,30/06/2022,n/a,11:45:00,Weekday,A,Westbound,n/a,Cycles,41
2022_spring,SC01,30/06/2022,n/a,12:00:00,Weekday,A,Westbound,n/a,Cycles,46
2022_spring,SC01,30/06/2022,n/a,12:15:00,Weekday,A,Westbound,n/a,Cycles,49
2022_spring,SC01,30/06/2022,n/a,12:30:00,Weekday,A,Westbound,n/a,Cycles,56
2022_spring,SC01,30/06/2022,n/a,12:45:00,Weekday,A,Westbound,n/a,Cycles,51
2022_spring,SC01,30/06/2022,n/a,13:00:00,Weekday,A,Westbound,n/a,Cycles,57
2022_spring,SC01,30/06/2022,n/a,13:15:00,Weekday,A,Westbound,n/a,Cycles,44
2022_spring,SC01,30/06/2022,n/a,13:30:00,Weekday,A,Westbound,n/a,Cycles,35
2022_spring,SC01,30/06/2022,n/a,13:45:00,Weekday,A,Westbound,n/a,Cycles,47
2022_spring,SC01,30/06/2022,n/a,14:00:00,Weekday,A,Westbound,n/a,Cycles,47
2022_spring,SC01,30/06/2022,n/a,14:15:00,Weekday,A,Westbound,n/a,Cycles,31
2022_spring,SC01,30/06/2022,n/a,14:30:00,Weekday,A,Westbound,n/a,Cycles,24
2022_spring,SC01,30/06/2022,n/a,14:45:00,Weekday,A,Westbound,n/a,Cycles,37
2022_spring,SC01,30/06/2022,n/a,15:00:00,Weekday,A,Westbound,n/a,Cycles,37
2022_spring,SC01,30/06/2022,n/a,15:15:00,Weekday,A,Westbound,n/a,Cycles,53
2022_spring,SC01,30/06/2022,n/a,15:30:00,Weekday,A,Westbound,n/a,Cycles,43
2022_spring,SC01,30/06/2022,n/a,15:45:00,Weekday,A,Westbound,n/a,Cycles,52
2022_spring,SC01,30/06/2022,n/a,16:00:00,Weekday,A,Westbound,n/a,Cycles,41
2022_spring,SC01,30/06/2022,n/a,16:15:00,Weekday,A,Westbound,n/a,Cycles,42
2022_spring,SC01,30/06/2022,n/a,16:30:00,Weekday,A,Westbound,n/a,Cycles,68
2022_spring,SC01,30/06/2022,n/a,16:45:00,Weekday,A,Westbound,n/a,Cycles,54
2022_spring,SC01,30/06/2022,n/a,17:00:00,Weekday,A,Westbound,n/a,Cycles,47
2022_spring,SC01,30/06/2022,n/a,17:15:00,Weekday,A,Westbound,n/a,Cycles,66
2022_spring,SC01,30/06/2022,n/a,17:30:00,Weekday,A,Westbound,n/a,Cycles,76
2022_spring,SC01,30/06/2022,n/a,17:45:00,Weekday,A,Westbound,n/a,Cycles,81
2022_spring,SC01,30/06/2022,n/a,18:00:00,Weekday,A,Westbound,n/a,Cycles,72
2022_spring,SC01,30/06/2022,n/a,18:15:00,Weekday,A,Westbound,n/a,Cycles,78
2022_spring,SC01,30/06/2022,n/a,18:30:00,Weekday,A,Westbound,n/a,Cycles,87
2022_spring,SC01,30/06/2022,n/a,18:45:00,Weekday,A,Westbound,n/a,Cycles,130
2022_spring,SC01,30/06/2022,n/a,19:00:00,Weekday,A,Westbound,n/a,Cycles,58
2022_spring,SC01,30/06/2022,n/a,19:15:00,Weekday,A,Westbound,n/a,Cycles,87
2022_spring,SC01,30/06/2022,n/a,19:30:00,Weekday,A,Westbound,n/a,Cycles,88
2022_spring,SC01,30/06/2022,n/a,19:45:00,Weekday,A,Westbound,n/a,Cycles,62
2022_spring,SC01,30/06/2022,n/a,20:00:00,Weekday,A,Westbound,n/a,Cycles,55
2022_spring,SC01,30/06/2022,n/a,20:15:00,Weekday,A,Westbound,n/a,Cycles,53
2022_spring,SC01,30/06/2022,n/a,20:30:00,Weekday,A,Westbound,n/a,Cycles,48
2022_spring,SC01,30/06/2022,n/a,20:45:00,Weekday,A,Westbound,n/a,Cycles,46
2022_spring,SC01,30/06/2022,n/a,21:00:00,Weekday,A,Westbound,n/a,Cycles,36
2022_spring,SC01,30/06/2022,n/a,21:15:00,Weekday,A,Westbound,n/a,Cycles,38
2022_spring,SC01,30/06/2022,n/a,21:30:00,Weekday,A,Westbound,n/a,Cycles,21
2022_spring,SC01,30/06/2022,n/a,21:45:00,Weekday,A,Westbound,n/a,Cycles,32
2022_spring,SC01,01/07/2022,n/a,06:00:00,Weekday,B,Eastbound,n/a,Cycles,14
2022_spring,SC01,01/07/2022,n/a,06:15:00,Weekday,B,Eastbound,n/a,Cycles,9
2022_spring,SC01,01/07/2022,n/a,06:30:00,Weekday,B,Eastbound,n/a,Cycles,21
2022_spring,SC01,01/07/2022,n/a,06:45:00,Weekday,B,Eastbound,n/a,Cycles,31
2022_spring,SC01,01/07/2022,n/a,07:00:00,Weekday,B,Eastbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,07:15:00,Weekday,B,Eastbound,n/a,Cycles,34
2022_spring,SC01,01/07/2022,n/a,07:30:00,Weekday,B,Eastbound,n/a,Cycles,43
2022_spring,SC01,01/07/2022,n/a,07:45:00,Weekday,B,Eastbound,n/a,Cycles,37
2022_spring,SC01,01/07/2022,n/a,08:00:00,Weekday,B,Eastbound,n/a,Cycles,42
2022_spring,SC01,01/07/2022,n/a,08:15:00,Weekday,B,Eastbound,n/a,Cycles,54
2022_spring,SC01,01/07/2022,n/a,08:30:00,Weekday,B,Eastbound,n/a,Cycles,63
2022_spring,SC01,01/07/2022,n/a,08:45:00,Weekday,B,Eastbound,n/a,Cycles,85
2022_spring,SC01,01/07/2022,n/a,09:00:00,Weekday,B,Eastbound,n/a,Cycles,56
2022_spring,SC01,01/07/2022,n/a,09:15:00,Weekday,B,Eastbound,n/a,Cycles,51
2022_spring,SC01,01/07/2022,n/a,09:30:00,Weekday,B,Eastbound,n/a,Cycles,42
2022_spring,SC01,01/07/2022,n/a,09:45:00,Weekday,B,Eastbound,n/a,Cycles,45
2022_spring,SC01,01/07/2022,n/a,10:00:00,Weekday,B,Eastbound,n/a,Cycles,33
2022_spring,SC01,01/07/2022,n/a,10:15:00,Weekday,B,Eastbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,10:30:00,Weekday,B,Eastbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,10:45:00,Weekday,B,Eastbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,11:00:00,Weekday,B,Eastbound,n/a,Cycles,34
2022_spring,SC01,01/07/2022,n/a,11:15:00,Weekday,B,Eastbound,n/a,Cycles,25
2022_spring,SC01,01/07/2022,n/a,11:30:00,Weekday,B,Eastbound,n/a,Cycles,24
2022_spring,SC01,01/07/2022,n/a,11:45:00,Weekday,B,Eastbound,n/a,Cycles,21
2022_spring,SC01,01/07/2022,n/a,12:00:00,Weekday,B,Eastbound,n/a,Cycles,22
2022_spring,SC01,01/07/2022,n/a,12:15:00,Weekday,B,Eastbound,n/a,Cycles,36
2022_spring,SC01,01/07/2022,n/a,12:30:00,Weekday,B,Eastbound,n/a,Cycles,26
2022_spring,SC01,01/07/2022,n/a,12:45:00,Weekday,B,Eastbound,n/a,Cycles,43
2022_spring,SC01,01/07/2022,n/a,13:00:00,Weekday,B,Eastbound,n/a,Cycles,47
2022_spring,SC01,01/07/2022,n/a,13:15:00,Weekday,B,Eastbound,n/a,Cycles,22
2022_spring,SC01,01/07/2022,n/a,13:30:00,Weekday,B,Eastbound,n/a,Cycles,31
2022_spring,SC01,01/07/2022,n/a,13:45:00,Weekday,B,Eastbound,n/a,Cycles,31
2022_spring,SC01,01/07/2022,n/a,14:00:00,Weekday,B,Eastbound,n/a,Cycles,26
2022_spring,SC01,01/07/2022,n/a,14:15:00,Weekday,B,Eastbound,n/a,Cycles,21
2022_spring,SC01,01/07/2022,n/a,14:30:00,Weekday,B,Eastbound,n/a,Cycles,34
2022_spring,SC01,01/07/2022,n/a,14:45:00,Weekday,B,Eastbound,n/a,Cycles,38
2022_spring,SC01,01/07/2022,n/a,15:00:00,Weekday,B,Eastbound,n/a,Cycles,37
2022_spring,SC01,01/07/2022,n/a,15:15:00,Weekday,B,Eastbound,n/a,Cycles,34
2022_spring,SC01,01/07/2022,n/a,15:30:00,Weekday,B,Eastbound,n/a,Cycles,36
2022_spring,SC01,01/07/2022,n/a,15:45:00,Weekday,B,Eastbound,n/a,Cycles,47
2022_spring,SC01,01/07/2022,n/a,16:00:00,Weekday,B,Eastbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,16:15:00,Weekday,B,Eastbound,n/a,Cycles,46
2022_spring,SC01,01/07/2022,n/a,16:30:00,Weekday,B,Eastbound,n/a,Cycles,47
2022_spring,SC01,01/07/2022,n/a,16:45:00,Weekday,B,Eastbound,n/a,Cycles,60
2022_spring,SC01,01/07/2022,n/a,17:00:00,Weekday,B,Eastbound,n/a,Cycles,64
2022_spring,SC01,01/07/2022,n/a,17:15:00,Weekday,B,Eastbound,n/a,Cycles,83
2022_spring,SC01,01/07/2022,n/a,17:30:00,Weekday,B,Eastbound,n/a,Cycles,79
2022_spring,SC01,01/07/2022,n/a,17:45:00,Weekday,B,Eastbound,n/a,Cycles,68
2022_spring,SC01,01/07/2022,n/a,18:00:00,Weekday,B,Eastbound,n/a,Cycles,86
2022_spring,SC01,01/07/2022,n/a,18:15:00,Weekday,B,Eastbound,n/a,Cycles,88
2022_spring,SC01,01/07/2022,n/a,18:30:00,Weekday,B,Eastbound,n/a,Cycles,83
2022_spring,SC01,01/07/2022,n/a,18:45:00,Weekday,B,Eastbound,n/a,Cycles,82
2022_spring,SC01,01/07/2022,n/a,19:00:00,Weekday,B,Eastbound,n/a,Cycles,57
2022_spring,SC01,01/07/2022,n/a,19:15:00,Weekday,B,Eastbound,n/a,Cycles,40
2022_spring,SC01,01/07/2022,n/a,19:30:00,Weekday,B,Eastbound,n/a,Cycles,48
2022_spring,SC01,01/07/2022,n/a,19:45:00,Weekday,B,Eastbound,n/a,Cycles,31
2022_spring,SC01,01/07/2022,n/a,20:00:00,Weekday,B,Eastbound,n/a,Cycles,33
2022_spring,SC01,01/07/2022,n/a,20:15:00,Weekday,B,Eastbound,n/a,Cycles,31
2022_spring,SC01,01/07/2022,n/a,20:30:00,Weekday,B,Eastbound,n/a,Cycles,37
2022_spring,SC01,01/07/2022,n/a,20:45:00,Weekday,B,Eastbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,21:00:00,Weekday,B,Eastbound,n/a,Cycles,30
2022_spring,SC01,01/07/2022,n/a,21:15:00,Weekday,B,Eastbound,n/a,Cycles,13
2022_spring,SC01,01/07/2022,n/a,21:30:00,Weekday,B,Eastbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,21:45:00,Weekday,B,Eastbound,n/a,Cycles,22
2022_spring,SC01,01/07/2022,n/a,06:00:00,Weekday,B,Westbound,n/a,Cycles,18
2022_spring,SC01,01/07/2022,n/a,06:15:00,Weekday,B,Westbound,n/a,Cycles,22
2022_spring,SC01,01/07/2022,n/a,06:30:00,Weekday,B,Westbound,n/a,Cycles,41
2022_spring,SC01,01/07/2022,n/a,06:45:00,Weekday,B,Westbound,n/a,Cycles,61
2022_spring,SC01,01/07/2022,n/a,07:00:00,Weekday,B,Westbound,n/a,Cycles,63
2022_spring,SC01,01/07/2022,n/a,07:15:00,Weekday,B,Westbound,n/a,Cycles,73
2022_spring,SC01,01/07/2022,n/a,07:30:00,Weekday,B,Westbound,n/a,Cycles,71
2022_spring,SC01,01/07/2022,n/a,07:45:00,Weekday,B,Westbound,n/a,Cycles,82
2022_spring,SC01,01/07/2022,n/a,08:00:00,Weekday,B,Westbound,n/a,Cycles,82
2022_spring,SC01,01/07/2022,n/a,08:15:00,Weekday,B,Westbound,n/a,Cycles,73
2022_spring,SC01,01/07/2022,n/a,08:30:00,Weekday,B,Westbound,n/a,Cycles,111
2022_spring,SC01,01/07/2022,n/a,08:45:00,Weekday,B,Westbound,n/a,Cycles,128
2022_spring,SC01,01/07/2022,n/a,09:00:00,Weekday,B,Westbound,n/a,Cycles,79
2022_spring,SC01,01/07/2022,n/a,09:15:00,Weekday,B,Westbound,n/a,Cycles,68
2022_spring,SC01,01/07/2022,n/a,09:30:00,Weekday,B,Westbound,n/a,Cycles,60
2022_spring,SC01,01/07/2022,n/a,09:45:00,Weekday,B,Westbound,n/a,Cycles,42
2022_spring,SC01,01/07/2022,n/a,10:00:00,Weekday,B,Westbound,n/a,Cycles,36
2022_spring,SC01,01/07/2022,n/a,10:15:00,Weekday,B,Westbound,n/a,Cycles,35
2022_spring,SC01,01/07/2022,n/a,10:30:00,Weekday,B,Westbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,10:45:00,Weekday,B,Westbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,11:00:00,Weekday,B,Westbound,n/a,Cycles,40
2022_spring,SC01,01/07/2022,n/a,11:15:00,Weekday,B,Westbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,11:30:00,Weekday,B,Westbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,11:45:00,Weekday,B,Westbound,n/a,Cycles,40
2022_spring,SC01,01/07/2022,n/a,12:00:00,Weekday,B,Westbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,12:15:00,Weekday,B,Westbound,n/a,Cycles,43
2022_spring,SC01,01/07/2022,n/a,12:30:00,Weekday,B,Westbound,n/a,Cycles,28
2022_spring,SC01,01/07/2022,n/a,12:45:00,Weekday,B,Westbound,n/a,Cycles,45
2022_spring,SC01,01/07/2022,n/a,13:00:00,Weekday,B,Westbound,n/a,Cycles,50
2022_spring,SC01,01/07/2022,n/a,13:15:00,Weekday,B,Westbound,n/a,Cycles,36
2022_spring,SC01,01/07/2022,n/a,13:30:00,Weekday,B,Westbound,n/a,Cycles,40
2022_spring,SC01,01/07/2022,n/a,13:45:00,Weekday,B,Westbound,n/a,Cycles,36
2022_spring,SC01,01/07/2022,n/a,14:00:00,Weekday,B,Westbound,n/a,Cycles,47
2022_spring,SC01,01/07/2022,n/a,14:15:00,Weekday,B,Westbound,n/a,Cycles,38
2022_spring,SC01,01/07/2022,n/a,14:30:00,Weekday,B,Westbound,n/a,Cycles,41
2022_spring,SC01,01/07/2022,n/a,14:45:00,Weekday,B,Westbound,n/a,Cycles,27
2022_spring,SC01,01/07/2022,n/a,15:00:00,Weekday,B,Westbound,n/a,Cycles,27
2022_spring,SC01,01/07/2022,n/a,15:15:00,Weekday,B,Westbound,n/a,Cycles,37
2022_spring,SC01,01/07/2022,n/a,15:30:00,Weekday,B,Westbound,n/a,Cycles,42
2022_spring,SC01,01/07/2022,n/a,15:45:00,Weekday,B,Westbound,n/a,Cycles,35
2022_spring,SC01,01/07/2022,n/a,16:00:00,Weekday,B,Westbound,n/a,Cycles,67
2022_spring,SC01,01/07/2022,n/a,16:15:00,Weekday,B,Westbound,n/a,Cycles,62
2022_spring,SC01,01/07/2022,n/a,16:30:00,Weekday,B,Westbound,n/a,Cycles,50
2022_spring,SC01,01/07/2022,n/a,16:45:00,Weekday,B,Westbound,n/a,Cycles,60
2022_spring,SC01,01/07/2022,n/a,17:00:00,Weekday,B,Westbound,n/a,Cycles,52
2022_spring,SC01,01/07/2022,n/a,17:15:00,Weekday,B,Westbound,n/a,Cycles,65
2022_spring,SC01,01/07/2022,n/a,17:30:00,Weekday,B,Westbound,n/a,Cycles,79
2022_spring,SC01,01/07/2022,n/a,17:45:00,Weekday,B,Westbound,n/a,Cycles,81
2022_spring,SC01,01/07/2022,n/a,18:00:00,Weekday,B,Westbound,n/a,Cycles,72
2022_spring,SC01,01/07/2022,n/a,18:15:00,Weekday,B,Westbound,n/a,Cycles,80
2022_spring,SC01,01/07/2022,n/a,18:30:00,Weekday,B,Westbound,n/a,Cycles,85
2022_spring,SC01,01/07/2022,n/a,18:45:00,Weekday,B,Westbound,n/a,Cycles,84
2022_spring,SC01,01/07/2022,n/a,19:00:00,Weekday,B,Westbound,n/a,Cycles,55
2022_spring,SC01,01/07/2022,n/a,19:15:00,Weekday,B,Westbound,n/a,Cycles,58
2022_spring,SC01,01/07/2022,n/a,19:30:00,Weekday,B,Westbound,n/a,Cycles,60
2022_spring,SC01,01/07/2022,n/a,19:45:00,Weekday,B,Westbound,n/a,Cycles,30
2022_spring,SC01,01/07/2022,n/a,20:00:00,Weekday,B,Westbound,n/a,Cycles,40
2022_spring,SC01,01/07/2022,n/a,20:15:00,Weekday,B,Westbound,n/a,Cycles,32
2022_spring,SC01,01/07/2022,n/a,20:30:00,Weekday,B,Westbound,n/a,Cycles,29
2022_spring,SC01,01/07/2022,n/a,20:45:00,Weekday,B,Westbound,n/a,Cycles,27
2022_spring,SC01,01/07/2022,n/a,21:00:00,Weekday,B,Westbound,n/a,Cycles,39
2022_spring,SC01,01/07/2022,n/a,21:15:00,Weekday,B,Westbound,n/a,Cycles,24
2022_spring,SC01,01/07/2022,n/a,21:30:00,Weekday,B,Westbound,n/a,Cycles,17
2022_spring,SC01,01/07/2022,n/a,21:45:00,Weekday,B,Westbound,n/a,Cycles,16
2022_spring,SC01,02/07/2022,n/a,06:00:00,Weekend,X,Eastbound,n/a,Cycles,7
2022_spring,SC01,02/07/2022,n/a,06:15:00,Weekend,X,Eastbound,n/a,Cycles,5
2022_spring,SC01,02/07/2022,n/a,06:30:00,Weekend,X,Eastbound,n/a,Cycles,6
2022_spring,SC01,02/07/2022,n/a,06:45:00,Weekend,X,Eastbound,n/a,Cycles,11
2022_spring,SC01,02/07/2022,n/a,07:00:00,Weekend,X,Eastbound,n/a,Cycles,10
2022_spring,SC01,02/07/2022,n/a,07:15:00,Weekend,X,Eastbound,n/a,Cycles,11
2022_spring,SC01,02/07/2022,n/a,07:30:00,Weekend,X,Eastbound,n/a,Cycles,7
2022_spring,SC01,02/07/2022,n/a,07:45:00,Weekend,X,Eastbound,n/a,Cycles,19
2022_spring,SC01,02/07/2022,n/a,08:00:00,Weekend,X,Eastbound,n/a,Cycles,11
2022_spring,SC01,02/07/2022,n/a,08:15:00,Weekend,X,Eastbound,n/a,Cycles,11
2022_spring,SC01,02/07/2022,n/a,08:30:00,Weekend,X,Eastbound,n/a,Cycles,20
2022_spring,SC01,02/07/2022,n/a,08:45:00,Weekend,X,Eastbound,n/a,Cycles,20
2022_spring,SC01,02/07/2022,n/a,09:00:00,Weekend,X,Eastbound,n/a,Cycles,21
2022_spring,SC01,02/07/2022,n/a,09:15:00,Weekend,X,Eastbound,n/a,Cycles,24
2022_spring,SC01,02/07/2022,n/a,09:30:00,Weekend,X,Eastbound,n/a,Cycles,26
2022_spring,SC01,02/07/2022,n/a,09:45:00,Weekend,X,Eastbound,n/a,Cycles,25
2022_spring,SC01,02/07/2022,n/a,10:00:00,Weekend,X,Eastbound,n/a,Cycles,14
2022_spring,SC01,02/07/2022,n/a,10:15:00,Weekend,X,Eastbound,n/a,Cycles,35
2022_spring,SC01,02/07/2022,n/a,10:30:00,Weekend,X,Eastbound,n/a,Cycles,16
2022_spring,SC01,02/07/2022,n/a,10:45:00,Weekend,X,Eastbound,n/a,Cycles,26
